name,kind,first_reference,source,english_equivalent,source_form,greek_form,name_meaning,equivalent_source,equivalent_confidence,footnote
Chebron,transliterated_form,Exodus 6:18,ot,Hebron,Chebron,χεβρων,society; friendship,manual/standard English equivalent,manual,Standard English equivalent: Hebron. Source form: Chebron. Greek form: χεβρων. Name meaning: society; friendship. Equivalent source: manual/standard English equivalent.
Oziel,person,Exodus 6:18,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Zechri,person,Exodus 6:21,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Elisabeth,transliterated_form,Exodus 6:23,ot,Elizabeth,Elisabeth,ελισαβεθ,God is my oath,manual/standard English equivalent,manual,Standard English equivalent: Elizabeth. Source form: Elisabeth. Greek form: ελισαβεθ. Name meaning: God is my oath. Equivalent source: manual/standard English equivalent.
Aminadab,transliterated_form,Exodus 6:23,ot,Amminadab,Aminadab,αμιναδαβ,my people is liberal,manual/standard English equivalent,manual,Standard English equivalent: Amminadab. Source form: Aminadab. Greek form: αμιναδαβ. Name meaning: my people is liberal. Equivalent source: manual/standard English equivalent.
Naasson,transliterated_form,Exodus 6:23,ot,Nahshon,Naasson,ναασσων,same as Naashon,manual/standard English equivalent,manual,Standard English equivalent: Nahshon. Source form: Naasson. Greek form: ναασσων. Name meaning: same as Naashon. Equivalent source: manual/standard English equivalent.
Abiud,transliterated_form,Exodus 6:23,ot,Abiud,Abiud,αβιουδ,father of praise,manual/standard English equivalent,manual,Standard English equivalent: Abiud. Source form: Abiud. Greek form: αβιουδ. Name meaning: father of praise. Equivalent source: manual/standard English equivalent.
Eleazar,person,Exodus 6:23,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Abiasaph,person,Exodus 6:24,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Phinees,transliterated_form,Exodus 6:25,ot,Phinehas,Phinees,φινεες,bold aspect; face of trust or protection,manual/standard English equivalent,manual,Standard English equivalent: Phinehas. Source form: Phinees. Greek form: φινεες. Name meaning: bold aspect; face of trust or protection. Equivalent source: manual/standard English equivalent.
Levites,people_group,Exodus 6:25,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Goshen,place,Exodus 8:18,ot,Goshen,Goshen,γην,approaching; drawing near,UKJV same-reference name-order alignment,aligned,Place-name meaning: Goshen — approaching; drawing near. Source form: Goshen. Greek form: γην. Equivalent source: UKJV same-reference name-order alignment.
Rameses,place,Exodus 12:37,ot,Ramese,Rameses,ραμεσση,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Ramese — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Ramese. Source form: Rameses. Greek form: ραμεσση. Equivalent source: UKJV same-reference name-order alignment.
Othom,place,Exodus 13:20,ot,Etham,Othom,οθομ,their strength; their sign,UKJV same-reference witness,0.60,Place-name meaning: Etham — their strength; their sign. Standard English equivalent: Etham. Source form: Othom. Greek form: οθομ. Equivalent source: UKJV same-reference witness.
Miriam,person,Exodus 15:20,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Elim,place,Exodus 15:27,ot,Elim,Elim,αιλιμ,the rams; the strong; stags,UKJV same-reference name-order alignment,aligned,Place-name meaning: Elim — the rams; the strong; stags. Source form: Elim. Greek form: αιλιμ. Equivalent source: UKJV same-reference name-order alignment.
Sin,transliterated_form,Exodus 16:1,ot,Sin,Sin,σιν,bush,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Sin. Source form: Sin. Greek form: σιν. Name meaning: bush. Equivalent source: UKJV same-reference name-order alignment.
Sinai,place,Exodus 16:1,ot,Sinai,Sinai,σινα,a bush; enmity,UKJV same-reference name-order alignment,aligned,Place-name meaning: Sinai — a bush; enmity. Source form: Sinai. Greek form: σινα. Equivalent source: UKJV same-reference name-order alignment.
Phoenicia,place,Exodus 16:35,ot,Phoenicia,Phoenicia,φοινικης,meaning uncertain/not securely attested in the consulted name dictionaries,Logos Bible Knowledgebase alias,alias,Place-name meaning: Phoenicia — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Phoenicia. Greek form: φοινικης. Equivalent source: Logos Bible Knowledgebase alias.
Hur,person,Exodus 17:10,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Jethro,person,Exodus 18:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Zipporah,person,Exodus 18:2,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Perizzite,people_group,Exodus 23:23,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Girgashite,people_group,Exodus 23:23,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Abihu,person,Exodus 24:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Bezalel,person,Exodus 31:2,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Uri,person,Exodus 31:2,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Oholiab,person,Exodus 31:6,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ahisamach,person,Exodus 31:6,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Nun,person,Exodus 33:11,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Korah,person,Exodus 38:22,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Uzziel,person,Leviticus 10:4,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Israelite,people_group,Leviticus 24:10,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Shelomith,person,Leviticus 24:11,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Dibri,person,Leviticus 24:11,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Elizur,person,Numbers 1:5,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Shedeur,person,Numbers 1:5,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Shelumiel,person,Numbers 1:6,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Zurishaddai,person,Numbers 1:6,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Nahshon,person,Numbers 1:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Amminadab,person,Numbers 1:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Nethanel,person,Numbers 1:8,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Zuar,person,Numbers 1:8,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Eliab,person,Numbers 1:9,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Elishama,person,Numbers 1:10,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ammihud,person,Numbers 1:10,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Pedahzur,person,Numbers 1:10,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Abidan,person,Numbers 1:11,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Gideoni,person,Numbers 1:11,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ahiezer,person,Numbers 1:12,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ammishaddai,person,Numbers 1:12,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Pagiel,person,Numbers 1:13,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Eliasaph,person,Numbers 1:14,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Reuel,person,Numbers 1:14,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ahira,person,Numbers 1:15,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Enan,person,Numbers 1:15,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Gershon,person,Numbers 3:17,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Kohath,person,Numbers 3:17,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Shimei,person,Numbers 3:18,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Amram,person,Numbers 3:19,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Mushi,person,Numbers 3:20,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Lael,person,Numbers 3:24,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Amramites,people_group,Numbers 3:27,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Hebronites,people_group,Numbers 3:27,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Mushites,people_group,Numbers 3:33,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Abichail,person,Numbers 3:35,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Paran,place,Numbers 10:12,ot,Paran,Paran,φαραν,beauty; glory; ornament,UKJV same-reference name-order alignment,aligned,Place-name meaning: Paran — beauty; glory; ornament. Source form: Paran. Greek form: φαραν. Equivalent source: UKJV same-reference name-order alignment.
Hobab,person,Numbers 10:29,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Eldad,person,Numbers 11:26,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Hazeroth,place,Numbers 11:35,ot,Hazeroth,Hazeroth,ασηρωθ,villages; palaces,UKJV same-reference name-order alignment,aligned,Place-name meaning: Hazeroth — villages; palaces. Source form: Hazeroth. Greek form: ασηρωθ. Equivalent source: UKJV same-reference name-order alignment.
